record_id,region,all_regions,category,priority,yaw_deci,pitch_deci,yaw_deg,pitch_deg,roll,grid_type,geom,label,render_needed,roll0_reuse_source,roll0_reuse_label,source_p2_candidate
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,-15,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,0,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,15,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,30,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,45,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,625,55.0,+62.5,60,half2p5,phase63(L1-G1),yaw0550_pitchp0625_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,-60,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,-45,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,-30,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,-15,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,0,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll+000,NO,01_fullrun (roll+000 整数点复用),yaw055_pitch+065_roll+000,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,15,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,30,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,45,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,650,55.0,+65.0,60,integer5,phase63(L1-G1),yaw0550_pitchp0650_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,-60,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,-45,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,-30,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,-15,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,0,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,15,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,30,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,45,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,675,55.0,+67.5,60,half2p5,phase63(L1-G1),yaw0550_pitchp0675_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,-60,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,-45,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,-30,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,-15,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,0,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll+000,NO,01_fullrun (roll+000 整数点复用),yaw055_pitch+070_roll+000,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,15,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,30,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,45,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0550_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,550,700,55.0,+70.0,60,integer5,phase63(L1-G1),yaw0550_pitchp0700_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,-60,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,-45,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,-30,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,-15,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,0,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,15,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,30,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,45,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0600,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,600,57.5,+60.0,60,half2p5,phase63(L1-G1),yaw0575_pitchp0600_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,-60,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,-45,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,-30,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,-15,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,0,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,15,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,30,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,45,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0625,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,625,57.5,+62.5,60,half2p5,phase63(L1-G1),yaw0575_pitchp0625_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,-60,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,-45,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,-30,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,-15,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,0,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,15,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,30,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,45,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0650,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,650,57.5,+65.0,60,half2p5,phase63(L1-G1),yaw0575_pitchp0650_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,-60,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,-45,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,-30,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll-030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,-15,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll-015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,0,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll+000,YES,"21_pack (半度点 fullrun 无网格, roll=0 新渲染)",,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,15,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll+015,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,30,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll+030,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,45,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll+045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0675,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,675,57.5,+67.5,60,half2p5,phase63(L1-G1),yaw0575_pitchp0675_roll+060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,700,57.5,+70.0,-60,half2p5,phase63(L1-G1),yaw0575_pitchp0700_roll-060,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
R3_low_info_connectivity__yaw0575_pitchp0700,R3_low_info_connectivity,R3_low_info_connectivity,low-info/ocs-hard,primary,575,700,57.5,+70.0,-45,half2p5,phase63(L1-G1),yaw0575_pitchp0700_roll-045,YES,21_pack (new render),,P2 R3 low-info yaw55~65 pitch+60~70 (mean_nc 最低=0.798)
