channel,config_name,fold,feature_dim,manifest,n_samples_recomputed,n_samples_target,recomp_yaw_acc,target_yaw_acc,recomp_pitch_acc,target_pitch_acc,recomp_yaw_cmae,target_yaw_cmae,pass_yaw_acc,pass_pitch_acc,pass_yaw_cmae,gate_pass
C2,N_density_3d,1,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.054054055362939835,0.054054055362939835,117.42341995239258,117.42341995239258,True,True,True,True
C2,N_density_3d,2,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.025096524506807327,0.025096524506807327,121.67953491210938,121.67953491210938,True,True,True,True
C2,N_density_3d,3,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.03667953610420227,0.03667953610420227,135.6563663482666,135.6563663482666,True,True,True,True
C2,N_density_3d,4,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.009652509354054928,0.009652509354054928,119.92278099060059,119.92278099060059,True,True,True,True
C2,L_logratio_3d,0,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.037837836891412735,0.037837836891412735,57.3423433303833,57.3423433303833,True,True,True,True
C2,L_logratio_3d,1,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.030630631372332573,0.030630631372332573,90.7747745513916,90.7747745513916,True,True,True,True
C2,L_logratio_3d,2,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.03474903479218483,0.03474903479218483,102.44208335876465,102.44208335876465,True,True,True,True
C2,L_logratio_3d,3,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.028957528993487358,0.028957528993487358,38.851351737976074,38.851351737976074,True,True,True,True
C2,L_logratio_3d,4,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.027027027681469917,0.027027027681469917,126.4382266998291,126.4382266998291,True,True,True,True
C2,M1_ratio_log_5d,0,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.03423423320055008,0.03423423320055008,61.26126289367676,61.26126289367676,True,True,True,True
C2,M1_ratio_log_5d,1,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.036036036908626556,0.036036036908626556,87.14414596557617,87.14414596557617,True,True,True,True
C2,M1_ratio_log_5d,2,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.0308880303055048,0.0308880303055048,107.42278099060059,107.42278099060059,True,True,True,True
C2,M1_ratio_log_5d,3,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.027027027681469917,0.027027027681469917,37.5,37.5,True,True,True,True
C2,M1_ratio_log_5d,4,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.025096524506807327,0.025096524506807327,121.90154075622559,121.90154075622559,True,True,True,True
C2,M3_density_ratio_5d,0,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.03963964059948921,0.03963964059948921,88.47747802734375,88.47747802734375,True,True,True,True
C2,M3_density_ratio_5d,1,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.05045045167207718,0.05045045167207718,112.7657699584961,112.7657699584961,True,True,True,True
C2,M3_density_ratio_5d,2,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.021235521882772446,0.021235521882772446,114.76834297180176,114.76834297180176,True,True,True,True
C2,M3_density_ratio_5d,3,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.028957528993487358,0.028957528993487358,53.58108043670654,53.58108043670654,True,True,True,True
C2,M3_density_ratio_5d,4,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.017374517396092415,0.017374517396092415,117.77992248535156,117.77992248535156,True,True,True,True
C2,M4_log_density_ratio_9d,0,9,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.03963964059948921,0.03963964059948921,94.20721054077148,94.20721054077148,True,True,True,True
C2,M4_log_density_ratio_9d,1,9,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.06306306272745132,0.06306306272745132,116.29729270935059,116.29729270935059,True,True,True,True
C2,M4_log_density_ratio_9d,2,9,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.0308880303055048,0.0308880303055048,131.34169578552246,131.34169578552246,True,True,True,True
C2,M4_log_density_ratio_9d,3,9,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.052123550325632095,0.052123550325632095,78.13706398010254,78.13706398010254,True,True,True,True
C2,M4_log_density_ratio_9d,4,9,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.03281853348016739,0.03281853348016739,158.7162208557129,158.7162208557129,True,True,True,True
C2,P_pixelfrac_3d,0,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.0324324332177639,0.0324324332177639,59.77477550506592,59.77477550506592,True,True,True,True
C2,P_pixelfrac_3d,1,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.021621622145175934,0.021621622145175934,142.0630645751953,142.0630645751953,True,True,True,True
C2,P_pixelfrac_3d,2,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.0308880303055048,0.0308880303055048,98.0115795135498,98.0115795135498,True,True,True,True
C2,P_pixelfrac_3d,3,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.03281853348016739,0.03281853348016739,43.07915210723877,43.07915210723877,True,True,True,True
C2,P_pixelfrac_3d,4,3,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.0154440151527524,0.0154440151527524,147.8378391265869,147.8378391265869,True,True,True,True
C2,M5_pixelfrac_only_4d,0,4,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.0324324332177639,0.0324324332177639,62.54054069519043,62.54054069519043,True,True,True,True
C2,M5_pixelfrac_only_4d,1,4,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.019819820299744606,0.019819820299744606,137.89189338684082,137.89189338684082,True,True,True,True
C2,M5_pixelfrac_only_4d,2,4,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.028957528993487358,0.028957528993487358,97.88610458374023,97.88610458374023,True,True,True,True
C2,M5_pixelfrac_only_4d,3,4,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.025096524506807327,0.025096524506807327,37.5,37.5,True,True,True,True
C2,M5_pixelfrac_only_4d,4,4,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.023166023194789886,0.023166023194789886,142.95367240905762,142.95367240905762,True,True,True,True
C2,M2_ratio_pixelfrac_5d,0,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.04324324429035187,0.04324324429035187,63.51351261138916,63.51351261138916,True,True,True,True
C2,M2_ratio_pixelfrac_5d,1,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.045045044273138046,0.045045044273138046,139.67567443847656,139.67567443847656,True,True,True,True
C2,M2_ratio_pixelfrac_5d,2,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.021235521882772446,0.021235521882772446,99.52702522277832,99.52702522277832,True,True,True,True
C2,M2_ratio_pixelfrac_5d,3,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.028957528993487358,0.028957528993487358,43.60038757324219,43.60038757324219,True,True,True,True
C2,M2_ratio_pixelfrac_5d,4,5,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.023166023194789886,0.023166023194789886,144.95173454284668,144.95173454284668,True,True,True,True
C2,M6_all_nongeo_13d,0,13,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold0.json,555,555,0.0,0.0,0.04324324429035187,0.04324324429035187,74.21621799468994,74.21621799468994,True,True,True,True
C2,M6_all_nongeo_13d,1,13,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold1.json,555,555,0.0,0.0,0.054054055362939835,0.054054055362939835,120.70270538330078,120.70270538330078,True,True,True,True
C2,M6_all_nongeo_13d,2,13,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold2.json,518,518,0.0,0.0,0.021235521882772446,0.021235521882772446,113.62934112548828,113.62934112548828,True,True,True,True
C2,M6_all_nongeo_13d,3,13,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold3.json,518,518,0.0,0.0,0.025096524506807327,0.025096524506807327,70.22200584411621,70.22200584411621,True,True,True,True
C2,M6_all_nongeo_13d,4,13,D:\我的文件\研究生学术\光学项目\0506新\项目重启_v0.4_BlenderOCS\v0.4_results\03_training_baseline\e25_multifold_yawblock\split_manifest_circ_yawblock_fold4.json,518,518,0.0,0.0,0.021235521882772446,0.021235521882772446,157.12355613708496,157.12355613708496,True,True,True,True
